Home Ownership,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Annual_Income_nan,Years_in_current_job_nan,Months_since_last_delinquent_nan,Bankruptcies_nan,Credit_Score_nan,Home Mortgage,Own Home,Rent,median_loan_amount,annual_income_cat,Id
Home Mortgage,10.0,0.0,4.0,22.7,96624.0,0.0,0.0,0.0,Short Term,105908.0,34048.0,9265.0,679.0,0,0,0,1,0,0,0,0,1,250118.0,2,963
Home Mortgage,1.0,0.0,21.0,10.0,1046254.0,0.0,34.0,0.0,Short Term,269324.0,392160.0,19952.0,743.0,0,0,0,0,0,0,0,0,1,250118.0,2,964
Home Mortgage,2.0,0.0,7.0,16.5,329934.0,0.0,0.0,0.0,Short Term,55682.0,108566.0,17525.0,730.0,1,0,0,1,0,0,0,0,1,250118.0,1,965
Home Mortgage,2.0,0.0,17.0,12.2,822558.0,0.0,2.0,0.0,Short Term,443564.0,358758.0,23128.0,739.0,0,0,0,0,0,0,0,0,1,250118.0,3,966
Own Home,3.0,0.0,9.0,12.6,1055010.0,0.0,0.0,0.0,Short Term,324104.0,357162.0,17260.0,738.0,1,0,0,1,0,0,0,1,0,250118.0,2,967
Home Mortgage,10.0,0.0,9.0,20.1,689502.0,0.0,0.0,0.0,Short Term,129668.0,378119.0,10471.0,746.0,0,0,0,1,0,0,1,0,0,250118.0,3,968
Home Mortgage,10.0,0.0,14.0,27.4,370810.0,0.0,6.0,0.0,Short Term,132550.0,181260.0,33234.0,717.0,0,0,0,0,0,0,1,0,0,250118.0,2,969
Home Mortgage,10.0,1.0,9.0,13.5,600314.0,1.0,17.00315366972477,0.0,Short Term,174526.0,169024.0,4995.0,746.0,0,1,1,1,0,0,1,0,0,250118.0,1,970
Home Mortgage,3.0,0.0,12.0,14.6,232012.0,3.0,45.0,2.0,Short Term,270556.0,97185.0,23365.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,971
Home Mortgage,10.0,0.0,10.0,39.8,415646.0,1.0,17.0,1.0,Short Term,99999999.0,191330.0,5914.0,741.0,0,0,0,0,0,0,1,0,0,250118.0,3,972
Home Mortgage,4.0,0.0,11.0,11.7,111166.0,0.0,0.0,0.0,Short Term,109142.0,83904.0,26172.0,740.0,0,0,0,1,0,0,0,0,1,250118.0,3,973
Home Mortgage,10.0,0.0,19.0,31.9,884268.0,0.0,41.0,0.0,Short Term,321420.0,659832.0,52820.0,715.0,0,0,0,0,0,0,1,0,0,250118.0,3,974
Home Mortgage,3.0,0.0,7.0,5.5,171820.0,0.0,0.0,0.0,Short Term,147246.0,89034.0,12745.0,697.0,0,0,0,1,0,0,1,0,0,250118.0,1,975
Home Mortgage,9.0,0.0,11.0,22.1,520476.0,1.0,63.0,0.0,Short Term,99999999.0,83163.0,13437.0,735.0,0,0,0,0,0,0,1,0,0,250118.0,1,976
Home Mortgage,8.0,0.0,13.0,19.7,325864.0,0.0,26.0,0.0,Short Term,215864.0,236398.0,14718.0,720.0,0,0,0,0,0,0,1,0,0,250118.0,3,977
Home Mortgage,3.0,0.0,15.0,15.1,635030.0,0.0,38.0,0.0,Short Term,218196.0,210064.0,12555.0,743.0,0,0,0,0,0,0,1,0,0,250118.0,3,978
Home Mortgage,2.0,0.0,7.0,14.4,329186.0,0.0,0.0,0.0,Short Term,301224.0,31274.0,19712.0,731.0,0,0,0,1,0,1,0,0,1,250118.0,2,979
Home Mortgage,4.0,0.0,11.0,21.6,907610.0,0.0,0.0,0.0,Short Term,429748.0,478154.0,25501.0,748.0,0,0,0,1,0,0,1,0,0,250118.0,3,980
Home Mortgage,6.0,0.0,9.0,12.1,843876.0,0.0,0.0,0.0,Short Term,322014.0,292258.0,9811.0,747.0,1,0,0,1,0,0,0,0,1,250118.0,1,981
Home Mortgage,8.0,0.0,8.0,34.8,589908.0,0.0,0.0,0.0,Short Term,224994.0,195643.0,14331.0,747.0,0,0,0,1,0,0,1,0,0,250118.0,1,982
Home Mortgage,1.0,0.0,14.0,20.5,206008.0,0.0,13.0,0.0,Short Term,416482.0,141436.0,26142.0,717.0,0,0,0,0,0,0,0,0,1,250118.0,3,983
Home Mortgage,7.0,0.0,13.0,9.5,469238.0,0.0,0.0,0.0,Short Term,325710.0,282872.0,22269.0,731.0,0,0,0,1,0,1,0,0,1,250118.0,2,984
Home Mortgage,0.5,0.0,7.0,5.1,161898.0,0.0,0.0,0.0,Short Term,45276.0,21109.0,5120.0,744.0,0,0,0,1,0,0,0,0,1,250118.0,1,985
Home Mortgage,6.0,0.0,12.0,10.5,259842.0,0.0,0.0,0.0,Short Term,177760.0,165832.0,12723.0,711.0,1,0,0,1,0,0,0,0,1,250118.0,1,986
Home Mortgage,10.0,0.0,7.0,28.5,298848.0,0.0,55.0,0.0,Short Term,35420.0,198474.0,11932.0,703.0,0,0,0,0,0,0,0,0,1,250118.0,2,987
Home Mortgage,10.0,0.0,11.0,18.0,1126884.0,0.0,66.0,0.0,Short Term,279224.0,430160.0,18143.0,728.0,1,0,0,0,0,0,0,0,1,250118.0,1,988
Home Mortgage,10.0,0.0,9.0,26.1,424864.0,0.0,69.0,0.0,Short Term,270072.0,274455.0,17155.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,989
Home Mortgage,5.0,0.0,5.0,15.8,418660.0,0.0,0.0,0.0,Short Term,296208.0,301169.0,16884.0,742.0,0,0,0,1,0,0,0,0,1,250118.0,1,990
Own Home,10.0,0.0,10.0,35.7,1422498.0,0.0,0.0,0.0,Short Term,425744.0,637602.0,16739.0,740.0,0,1,1,1,0,0,0,1,0,250118.0,1,991
Home Mortgage,3.0,0.0,6.0,14.4,731082.0,0.0,0.0,0.0,Short Term,222178.0,106704.0,2336.0,750.0,0,0,0,1,0,0,0,0,1,250118.0,1,992
Home Mortgage,5.0,0.0,18.0,15.4,566742.0,0.0,63.0,0.0,Short Term,78452.0,362197.0,26391.0,731.0,1,0,0,0,0,1,1,0,0,250118.0,2,993
Home Mortgage,10.0,0.0,10.0,18.7,749562.0,0.0,37.0,0.0,Short Term,418000.0,362501.0,20542.0,731.0,1,0,0,0,0,1,1,0,0,250118.0,2,994
Home Mortgage,8.0,0.0,12.0,10.1,308308.0,0.0,45.0,0.0,Short Term,180180.0,150442.0,37063.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,995
Home Mortgage,0.5,0.0,10.0,10.8,186670.0,0.0,74.0,0.0,Short Term,219626.0,137845.0,5982.0,731.0,1,0,0,0,0,1,0,0,1,250118.0,2,996
Home Mortgage,5.0,0.0,14.0,20.0,369842.0,0.0,0.0,0.0,Short Term,178376.0,191634.0,6876.0,729.0,1,0,0,1,0,0,0,0,1,250118.0,1,997
Own Home,0.5,0.0,11.0,9.9,819698.0,0.0,0.0,0.0,Short Term,99999999.0,344033.0,6459.0,747.0,0,0,0,1,0,0,0,1,0,250118.0,1,998
Own Home,10.0,0.0,5.0,16.2,359722.0,0.0,0.0,0.0,Short Term,153538.0,1558.0,8145.0,731.0,0,0,0,1,0,1,0,1,0,250118.0,2,999
Home Mortgage,7.0,0.0,5.0,26.3,77330.0,0.0,20.0,0.0,Short Term,176704.0,53751.0,10293.0,740.0,0,0,0,0,0,0,1,0,0,250118.0,2,1000
Home Mortgage,10.0,0.0,10.0,19.7,1713074.0,0.0,0.0,0.0,Short Term,265826.0,571083.0,27173.0,714.0,0,0,0,1,0,0,0,0,1,250118.0,2,1001
Home Mortgage,7.0,0.0,17.0,24.5,1876644.0,0.0,20.0,0.0,Short Term,99999999.0,1210680.0,43114.0,737.0,0,0,0,0,0,0,1,0,0,250118.0,3,1002
Own Home,6.0,0.0,10.0,18.8,511764.0,0.0,0.0,0.0,Short Term,99999999.0,256348.0,15038.0,747.0,0,0,0,1,0,0,0,1,0,250118.0,1,1003
Home Mortgage,10.0,0.0,13.0,27.3,2659624.0,0.0,48.0,0.0,Short Term,162624.0,1745682.0,53574.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,1004
Home Mortgage,2.0,0.0,3.0,15.5,489016.0,0.0,0.0,0.0,Short Term,174680.0,136420.0,2433.0,747.0,0,0,0,1,0,0,0,0,1,250118.0,1,1005
Home Mortgage,2.0,0.0,8.0,17.6,0.0,0.0,43.0,0.0,Short Term,22176.0,0.0,12677.0,731.0,0,0,0,0,0,1,0,0,1,250118.0,2,1006
Home Mortgage,10.0,0.0,19.0,21.5,586718.0,0.0,0.0,0.0,Short Term,219010.0,466697.0,22458.0,731.0,1,0,0,1,0,1,0,0,1,250118.0,2,1007
Home Mortgage,2.0,0.0,17.0,16.4,504064.0,0.0,21.0,0.0,Short Term,218922.0,156712.0,14848.0,745.0,0,0,0,0,0,0,0,0,1,250118.0,2,1008
Home Mortgage,10.0,0.0,11.0,21.8,580096.0,0.0,33.0,0.0,Short Term,312026.0,112214.0,9320.0,713.0,0,0,0,0,0,0,1,0,0,250118.0,1,1009
Home Mortgage,8.0,0.0,11.0,20.8,1495648.0,0.0,0.0,0.0,Short Term,460658.0,1158658.0,53974.0,745.0,1,0,0,1,0,0,0,0,1,250118.0,3,1010
Home Mortgage,3.0,0.0,15.0,10.6,301224.0,0.0,0.0,0.0,Short Term,97944.0,72580.0,14456.0,705.0,0,0,0,1,0,0,1,0,0,250118.0,1,1011
Home Mortgage,10.0,0.0,10.0,10.4,865106.0,1.0,75.0,1.0,Short Term,219714.0,557365.0,8317.0,719.0,0,0,0,0,0,0,0,0,1,250118.0,3,1012
Home Mortgage,2.0,0.0,15.0,21.0,541244.0,1.0,17.00315366972477,1.0,Short Term,207702.0,191653.0,21487.0,722.0,0,0,0,1,0,0,0,0,1,250118.0,2,1013
Home Mortgage,6.0,1.0,9.0,20.4,352484.0,2.0,17.00315366972477,1.0,Short Term,166430.0,99845.0,12158.0,739.0,0,0,0,1,0,0,0,0,1,250118.0,1,1014
Home Mortgage,7.0,0.0,8.0,12.7,364276.0,1.0,79.0,1.0,Short Term,218064.0,135603.0,19963.0,740.0,0,0,0,0,0,0,0,0,1,250118.0,3,1015
Home Mortgage,3.0,0.0,12.0,7.2,345312.0,0.0,0.0,0.0,Short Term,219604.0,139574.0,12065.0,728.0,0,0,0,1,0,0,0,0,1,250118.0,2,1016
Home Mortgage,5.0,0.0,9.0,9.5,252780.0,0.0,20.0,0.0,Short Term,220066.0,82517.0,37156.0,698.0,1,0,0,0,0,0,1,0,0,250118.0,3,1017
Home Mortgage,4.0,0.0,13.0,11.0,567600.0,0.0,20.0,0.0,Short Term,448844.0,188233.0,9962.0,740.0,0,0,0,0,0,0,1,0,0,250118.0,3,1018
Home Mortgage,0.5,0.0,8.0,12.2,575586.0,0.0,0.0,0.0,Short Term,538846.0,455335.0,23888.0,731.0,1,0,0,1,0,1,0,0,1,250118.0,2,1019
Home Mortgage,8.0,0.0,16.0,11.0,569338.0,0.0,22.0,0.0,Short Term,225126.0,296989.0,31031.0,740.0,1,0,0,0,0,0,0,0,1,250118.0,3,1020
Own Home,10.0,0.0,10.0,34.4,1135772.0,0.0,13.0,0.0,Short Term,538670.0,766080.0,33975.0,736.0,1,0,0,0,0,0,0,1,0,250118.0,2,1021
Home Mortgage,8.0,0.0,8.0,20.2,574420.0,1.0,17.00315366972477,1.0,Short Term,21780.0,81358.0,14077.0,725.0,0,0,0,1,0,0,1,0,0,250118.0,2,1022
Home Mortgage,10.0,0.0,8.0,10.0,361680.0,0.0,71.0,0.0,Short Term,61358.0,115577.0,4929.0,726.0,0,0,0,0,0,0,1,0,0,250118.0,1,1023
Own Home,10.0,0.0,8.0,19.0,249876.0,0.0,8.0,0.0,Short Term,156134.0,171988.0,4003.0,712.0,0,1,1,0,0,0,0,1,0,250118.0,1,1024
Home Mortgage,10.0,0.0,10.0,24.3,732512.0,0.0,0.0,0.0,Short Term,111056.0,342266.0,6500.0,731.0,1,0,0,1,0,0,0,0,1,250118.0,1,1025
Home Mortgage,1.0,0.0,12.0,19.1,941006.0,0.0,46.0,0.0,Short Term,99999999.0,741988.0,36243.0,686.0,0,0,0,0,0,0,0,0,1,250118.0,3,1026
Home Mortgage,10.0,0.0,8.0,15.6,2391576.0,0.0,42.0,0.0,Short Term,331056.0,1774220.0,50446.0,728.0,0,0,0,0,0,0,1,0,0,250118.0,3,1027
Home Mortgage,10.0,0.0,10.0,12.1,547602.0,0.0,0.0,0.0,Short Term,195448.0,93632.0,13527.0,748.0,1,0,0,1,0,0,1,0,0,250118.0,1,1028
Home Mortgage,6.0,0.0,10.0,15.1,173866.0,0.0,14.0,0.0,Short Term,102982.0,127946.0,18807.0,681.0,0,0,0,0,0,0,1,0,0,250118.0,2,1029
Home Mortgage,10.0,0.0,13.0,18.2,352352.0,1.0,17.00315366972477,1.0,Short Term,175670.0,106495.0,24558.0,734.0,0,0,0,1,0,0,1,0,0,250118.0,2,1030
Home Mortgage,0.5,0.0,11.0,9.4,536558.0,0.0,0.0,0.0,Short Term,422246.0,243751.0,21986.0,731.0,1,0,0,1,0,1,0,0,1,250118.0,2,1031
Home Mortgage,8.0,0.0,8.0,21.1,891990.0,0.0,0.0,0.0,Short Term,43956.0,103227.0,4652.0,751.0,0,0,0,1,0,0,1,0,0,250118.0,3,1032
Home Mortgage,2.0,0.0,12.0,11.0,322102.0,0.0,0.0,0.0,Short Term,178816.0,157434.0,5889.0,728.0,0,0,0,1,0,0,0,0,1,250118.0,1,1033
Home Mortgage,3.0,0.0,27.0,35.0,1041524.0,0.0,10.0,0.0,Short Term,178222.0,225777.0,16145.0,742.0,0,0,0,0,0,0,0,0,1,250118.0,1,1034
Home Mortgage,2.0,0.0,3.0,15.3,131230.0,0.0,0.0,0.0,Short Term,218702.0,110599.0,8549.0,731.0,0,0,0,1,0,1,0,0,1,250118.0,2,1035
Home Mortgage,6.0,0.0,11.0,16.0,1406196.0,0.0,0.0,0.0,Short Term,614020.0,729885.0,35757.0,744.0,0,0,0,1,0,0,1,0,0,250118.0,3,1036
Home Mortgage,0.5,0.0,9.0,14.0,495858.0,0.0,0.0,0.0,Short Term,99999999.0,168302.0,9187.0,738.0,0,0,0,1,0,0,0,0,1,250118.0,1,1037
Home Mortgage,7.0,0.0,8.0,21.0,492250.0,0.0,0.0,0.0,Short Term,343904.0,400482.0,15881.0,741.0,0,0,0,1,0,0,1,0,0,250118.0,3,1038
Own Home,3.0,0.0,11.0,10.3,524502.0,0.0,64.0,0.0,Short Term,125532.0,207005.0,15633.0,738.0,0,0,0,0,0,0,0,1,0,250118.0,1,1039
Home Mortgage,4.0,0.0,13.0,7.0,1115774.0,0.0,0.0,0.0,Short Term,318032.0,640813.0,19265.0,748.0,0,0,0,1,0,0,1,0,0,250118.0,2,1040
Home Mortgage,0.5,0.0,6.0,32.3,145706.0,0.0,0.0,0.0,Short Term,121396.0,92112.0,3737.0,728.0,0,0,0,1,0,0,0,0,1,250118.0,1,1041
Own Home,2.0,0.0,6.0,9.6,135168.0,0.0,0.0,0.0,Short Term,305250.0,110903.0,12391.0,731.0,0,0,0,1,0,1,0,1,0,250118.0,2,1042
Home Mortgage,3.0,0.0,9.0,18.2,525712.0,0.0,25.0,0.0,Short Term,164076.0,176624.0,12989.0,732.0,0,0,0,0,0,0,1,0,0,250118.0,1,1043
Own Home,2.0,0.0,10.0,16.3,1036486.0,0.0,28.0,0.0,Short Term,585618.0,782344.0,28056.0,726.0,0,0,0,0,0,0,0,1,0,250118.0,2,1044
Home Mortgage,5.0,1.0,23.0,18.2,1550340.0,1.0,46.0,0.0,Short Term,538186.0,301264.0,25545.0,749.0,1,0,0,0,0,0,1,0,0,250118.0,2,1045
Home Mortgage,10.0,0.0,9.0,38.7,501248.0,0.0,15.0,0.0,Short Term,766150.0,335920.0,36360.0,725.0,0,1,1,0,0,0,1,0,0,250118.0,3,1046
Home Mortgage,10.0,0.0,10.0,20.9,360866.0,0.0,0.0,0.0,Short Term,300432.0,117819.0,16837.0,747.0,0,0,0,1,0,0,0,0,1,250118.0,1,1047
Home Mortgage,9.0,0.0,7.0,16.7,727430.0,0.0,0.0,0.0,Short Term,60566.0,143241.0,9186.0,731.0,0,0,0,1,0,1,0,0,1,250118.0,2,1048
Home Mortgage,3.0,0.0,10.0,12.8,645216.0,0.0,0.0,0.0,Short Term,99999999.0,324862.0,17064.0,742.0,0,0,0,1,0,0,1,0,0,250118.0,1,1049
Home Mortgage,10.0,0.0,9.0,18.6,369666.0,0.0,0.0,0.0,Short Term,448360.0,216448.0,15694.0,727.0,1,0,0,1,0,0,1,0,0,250118.0,3,1050
Home Mortgage,10.0,0.0,11.0,13.2,654302.0,0.0,8.0,0.0,Short Term,64570.0,156522.0,22749.0,715.0,0,1,1,0,0,0,0,0,1,250118.0,1,1051
Home Mortgage,10.0,0.0,11.0,22.6,1244474.0,0.0,0.0,0.0,Short Term,664752.0,283746.0,29024.0,749.0,0,0,0,1,0,0,0,0,1,250118.0,3,1052
Home Mortgage,0.5,0.0,4.0,12.7,0.0,0.0,0.0,0.0,Short Term,11242.0,0.0,1243.0,747.0,0,0,0,0,1,0,0,0,1,250118.0,1,1053
Home Mortgage,2.0,0.0,7.0,9.2,118360.0,0.0,0.0,0.0,Short Term,223630.0,38342.0,7671.0,741.0,0,0,0,1,0,0,0,0,1,250118.0,3,1054
Own Home,3.0,0.0,5.0,10.7,51788.0,0.0,27.0,0.0,Short Term,67562.0,36537.0,4355.0,713.0,0,0,0,0,0,0,0,1,0,250118.0,1,1055
Home Mortgage,0.5,0.0,10.0,17.9,369468.0,1.0,17.00315366972477,1.0,Short Term,237688.0,117097.0,19502.0,740.0,0,0,0,1,0,0,0,0,1,250118.0,2,1056
Own Home,1.0,0.0,12.0,23.9,288926.0,0.0,13.0,0.0,Short Term,122782.0,147478.0,14580.0,723.0,0,0,0,0,0,0,0,1,0,250118.0,2,1057
Home Mortgage,1.0,0.0,5.0,7.6,299992.0,0.0,0.0,0.0,Short Term,185064.0,240692.0,11599.0,731.0,1,0,0,1,0,1,0,0,1,250118.0,2,1058
Own Home,10.0,0.0,23.0,25.0,1494592.0,0.0,0.0,0.0,Short Term,99999999.0,259445.0,17544.0,737.0,0,0,0,1,0,0,0,1,0,250118.0,1,1059
Home Mortgage,10.0,0.0,13.0,17.3,549318.0,0.0,34.0,0.0,Short Term,277002.0,283689.0,44249.0,741.0,0,0,0,0,0,0,1,0,0,250118.0,3,1060
Home Mortgage,3.0,0.0,11.0,10.2,254254.0,0.0,12.0,0.0,Short Term,234630.0,75544.0,5113.0,731.0,1,0,0,0,0,1,0,0,1,250118.0,2,1061
Home Mortgage,6.0,0.0,9.0,17.2,1081762.0,0.0,0.0,0.0,Short Term,431244.0,639958.0,19312.0,731.0,0,0,0,1,0,1,1,0,0,250118.0,2,1062
Home Mortgage,3.0,0.0,18.0,18.5,1070278.0,0.0,0.0,0.0,Short Term,252890.0,668306.0,66909.0,742.0,0,0,0,1,0,0,1,0,0,250118.0,3,1063
Home Mortgage,0.5,0.0,9.0,10.9,421168.0,0.0,0.0,0.0,Short Term,438856.0,236075.0,7280.0,737.0,0,0,0,1,0,0,1,0,0,250118.0,2,1064
Home Mortgage,3.0,0.0,10.0,8.6,561528.0,0.0,0.0,0.0,Short Term,738386.0,208050.0,6090.0,731.0,1,0,0,1,0,1,0,0,1,250118.0,2,1065
Home Mortgage,10.0,0.0,11.0,8.2,637296.0,0.0,0.0,0.0,Short Term,454894.0,324178.0,31569.0,714.0,0,0,0,1,0,0,0,0,1,250118.0,3,1066
Home Mortgage,5.0,0.0,20.0,27.3,790460.0,0.0,30.0,0.0,Short Term,214874.0,341335.0,20439.0,721.0,0,0,0,0,0,0,1,0,0,250118.0,1,1067
Home Mortgage,10.0,0.0,7.0,24.9,0.0,0.0,62.0,0.0,Short Term,757834.0,0.0,14805.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,1068
Home Mortgage,3.0,0.0,7.0,13.7,188298.0,0.0,45.0,0.0,Short Term,405944.0,6669.0,5690.0,736.0,0,0,0,0,0,0,0,0,1,250118.0,1,1069
Own Home,0.5,0.0,9.0,16.2,380006.0,0.0,45.0,0.0,Short Term,101662.0,158840.0,9314.0,713.0,0,0,0,0,0,0,0,1,0,250118.0,1,1070
Home Mortgage,2.0,0.0,19.0,17.9,1279058.0,0.0,20.0,0.0,Short Term,265408.0,716908.0,30116.0,730.0,0,0,0,0,0,0,1,0,0,250118.0,1,1071
Home Mortgage,9.0,0.0,13.0,14.6,263978.0,0.0,65.0,0.0,Short Term,137456.0,136097.0,13240.0,713.0,0,0,0,0,0,0,1,0,0,250118.0,2,1072
Home Mortgage,2.0,0.0,10.0,13.1,455598.0,0.0,0.0,0.0,Short Term,221166.0,185725.0,16140.0,730.0,1,0,0,1,0,0,0,0,1,250118.0,2,1073
Home Mortgage,0.5,0.0,12.0,9.0,189794.0,0.0,39.0,0.0,Short Term,533192.0,100491.0,8013.0,713.0,1,0,0,0,0,0,0,0,1,250118.0,2,1074
Home Mortgage,10.0,0.0,10.0,21.5,496254.0,0.0,22.0,0.0,Short Term,433136.0,274284.0,23473.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,1075
Home Mortgage,10.0,0.0,16.0,12.4,482064.0,0.0,26.0,0.0,Short Term,358688.0,293094.0,26753.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,1076
Home Mortgage,4.0,0.0,7.0,27.5,180642.0,1.0,39.0,1.0,Short Term,278806.0,94392.0,14731.0,739.0,0,0,0,0,0,0,0,0,1,250118.0,3,1077
Own Home,2.0,0.0,9.0,9.0,386122.0,0.0,35.0,0.0,Short Term,352924.0,182400.0,11145.0,731.0,0,0,0,0,0,1,0,1,0,250118.0,2,1078
Home Mortgage,5.0,0.0,6.0,12.6,166166.0,1.0,32.0,0.0,Short Term,134662.0,39748.0,10931.0,744.0,0,0,0,0,0,0,1,0,0,250118.0,1,1079
Home Mortgage,2.0,0.0,10.0,28.3,530574.0,0.0,0.0,0.0,Short Term,99999999.0,357428.0,34479.0,738.0,0,0,0,1,0,0,0,0,1,250118.0,3,1080
Home Mortgage,10.0,0.0,7.0,14.7,202312.0,0.0,79.0,0.0,Short Term,99999999.0,135584.0,23687.0,719.0,0,0,0,0,0,0,1,0,0,250118.0,3,1081
Home Mortgage,2.0,0.0,11.0,14.5,542872.0,0.0,41.0,0.0,Short Term,431332.0,76418.0,14668.0,719.0,0,0,0,0,0,0,1,0,0,250118.0,1,1082
Home Mortgage,10.0,0.0,9.0,28.6,285098.0,1.0,24.0,1.0,Short Term,68464.0,174819.0,6206.0,725.0,1,1,1,0,0,0,1,0,0,250118.0,1,1083
Home Mortgage,4.0,0.0,15.0,10.1,496122.0,0.0,0.0,0.0,Short Term,195932.0,347054.0,10905.0,720.0,0,0,0,1,0,0,1,0,0,250118.0,1,1084
Home Mortgage,5.0,0.0,8.0,10.1,454894.0,0.0,0.0,0.0,Short Term,334554.0,293873.0,18408.0,736.0,0,0,0,1,0,0,0,0,1,250118.0,1,1085
Home Mortgage,6.0,0.0,10.0,24.5,514184.0,0.0,23.0,0.0,Short Term,430452.0,144761.0,15056.0,731.0,0,0,0,0,0,1,0,0,1,250118.0,2,1086
Home Mortgage,10.0,0.0,8.0,19.0,890956.0,0.0,0.0,0.0,Short Term,401192.0,574009.0,24889.0,748.0,0,0,0,1,0,0,1,0,0,250118.0,3,1087
Home Mortgage,1.0,0.0,17.0,13.9,548394.0,0.0,0.0,0.0,Short Term,223124.0,214548.0,10398.0,731.0,1,0,0,1,0,0,1,0,0,250118.0,1,1088
Home Mortgage,10.0,0.0,7.0,15.7,287276.0,0.0,23.0,0.0,Short Term,512116.0,219811.0,6503.0,705.0,0,0,0,0,0,0,0,0,1,250118.0,3,1089
Home Mortgage,3.0,0.0,9.0,15.9,238194.0,1.0,17.00315366972477,1.0,Short Term,169400.0,148732.0,5364.0,731.0,0,0,0,1,0,1,0,0,1,250118.0,2,1090
Home Mortgage,5.0,0.0,5.0,13.4,746988.0,0.0,0.0,0.0,Short Term,352396.0,530309.0,19972.0,699.0,0,0,0,1,0,0,0,0,1,250118.0,2,1091
Home Mortgage,7.0,0.0,10.0,11.8,296274.0,0.0,0.0,0.0,Short Term,99999999.0,186029.0,14187.0,733.0,0,0,0,1,0,0,0,0,1,250118.0,1,1092
Home Mortgage,0.5,0.0,6.0,18.5,487498.0,0.0,0.0,0.0,Short Term,194964.0,324178.0,20082.0,731.0,0,0,0,1,0,1,1,0,0,250118.0,2,1093
Home Mortgage,10.0,0.0,10.0,21.0,246576.0,0.0,8.0,0.0,Short Term,22198.0,104139.0,3591.0,742.0,1,1,1,0,0,0,0,0,1,250118.0,1,1094
Home Mortgage,1.0,0.0,14.0,11.5,878746.0,0.0,0.0,0.0,Short Term,247698.0,234498.0,14031.0,731.0,0,0,0,1,0,1,0,0,1,250118.0,2,1095
Home Mortgage,6.0,0.0,11.0,12.7,906400.0,0.0,0.0,0.0,Short Term,217184.0,408614.0,20421.0,731.0,0,0,0,1,0,1,1,0,0,250118.0,2,1096
Home Mortgage,7.0,0.0,8.0,20.5,80982.0,0.0,15.0,0.0,Short Term,208318.0,19019.0,9999.0,712.0,0,0,0,0,0,0,0,0,1,250118.0,1,1097
Home Mortgage,10.0,0.0,7.0,21.1,0.0,0.0,0.0,0.0,Short Term,99999999.0,0.0,284.0,741.0,0,0,0,1,0,0,1,0,0,250118.0,3,1098
Home Mortgage,1.0,0.0,14.0,8.9,403788.0,0.0,45.0,0.0,Short Term,298606.0,236778.0,8674.0,666.0,1,0,0,0,0,0,0,0,1,250118.0,1,1099
Home Mortgage,4.0,0.0,9.0,15.6,358270.0,0.0,48.0,0.0,Short Term,337854.0,118503.0,9327.0,731.0,1,0,0,0,0,0,0,0,1,250118.0,1,1100
Home Mortgage,3.0,0.0,9.0,28.8,265012.0,1.0,72.0,1.0,Short Term,392150.0,30666.0,7412.0,711.0,0,0,0,0,0,0,1,0,0,250118.0,2,1101
Own Home,10.0,0.0,14.0,19.4,380556.0,0.0,0.0,0.0,Short Term,247720.0,237956.0,16531.0,731.0,1,1,1,1,0,0,0,1,0,250118.0,1,1102
Own Home,0.5,0.0,8.0,27.3,509784.0,0.0,0.0,0.0,Short Term,99999999.0,367194.0,33085.0,740.0,0,0,0,1,0,0,0,1,0,250118.0,3,1103
Home Mortgage,10.0,0.0,17.0,21.6,1872838.0,0.0,0.0,0.0,Short Term,698236.0,446424.0,24160.0,747.0,0,0,0,1,0,0,1,0,0,250118.0,3,1104
Home Mortgage,8.0,0.0,14.0,28.2,878856.0,0.0,1.0,0.0,Short Term,616792.0,534356.0,84359.0,742.0,1,0,0,0,0,0,1,0,0,250118.0,3,1105
Home Mortgage,10.0,0.0,10.0,26.6,1559140.0,0.0,0.0,0.0,Short Term,445720.0,276032.0,9840.0,747.0,0,0,0,1,0,0,1,0,0,250118.0,3,1106
Own Home,8.0,0.0,14.0,28.9,10428660.0,0.0,0.0,0.0,Short Term,656766.0,1089802.0,16531.0,731.0,0,0,0,1,0,1,0,1,0,250118.0,2,1107
Home Mortgage,10.0,0.0,6.0,28.6,66638.0,0.0,59.0,0.0,Short Term,99999999.0,26828.0,18246.0,748.0,0,0,0,0,0,0,1,0,0,250118.0,3,1108
Home Mortgage,8.0,0.0,14.0,8.5,437184.0,0.0,19.0,0.0,Short Term,99999999.0,196346.0,11607.0,731.0,0,0,0,0,0,0,1,0,0,250118.0,2,1109
Home Mortgage,4.0,0.0,13.0,23.9,623832.0,0.0,9.0,0.0,Short Term,225104.0,529606.0,39348.0,731.0,0,0,0,0,0,0,1,0,0,250118.0,3,1110
